lagtime	NRF_p<2.39983|all	NRF_p=2.39983-4.79971|all	NRF_p=4.79971-7.23127|all	NRF_p=7.23127-9.64423|all	NRF_p=9.64423-12.3346|all	NRF_p>12.3346|all	se_p<2.39983|all	se_p=2.39983-4.79971|all	se_p=4.79971-7.23127|all	se_p=7.23127-9.64423|all	se_p=9.64423-12.3346|all	se_p>12.3346|all
22	0.0111120973540817	0.0311752909678751	0.0369048355628517	0.0284803848404511	0.0280277547747451	0.073990453332525	0.0019180137726004	0.00391209821585145	0.00806767594885551	0.014816643116218	0.021638326382377	0.0311595564405305
23	0.0128160234772622	0.0311701655322325	0.0285720557095618	0.0356324693041417	0.0309554623538071	0.0508578271974239	0.00191741807495375	0.00391233496184528	0.00806793346296789	0.0148219096678072	0.0216512673170332	0.0311549969622182
24	0.0135262752608798	0.0233235432963624	0.0199844930689205	0.0390793436388672	0.0263274634587216	0.0403343605414191	0.00191698764411439	0.0039118565205402	0.00806965001000407	0.0148288699354439	0.0216581889247528	0.0311524903934326
25	0.0120959592282089	0.0186992238168047	0.0253904923073304	0.0487284007048608	0.0142301167269553	0.0365094274989399	0.00191661634146706	0.00391095504267083	0.00806954719159004	0.0148364877746927	0.0216653320498455	0.0311490656423678
26	0.0124754275229869	0.0206467123411722	0.0220108369536373	0.0561351902130762	0.0223659736464518	0.0179534235347624	0.00191625527288601	0.00391038554550844	0.00807063852243215	0.0148416652229276	0.0216687641857285	0.0311464765409864
27	0.010640895915799	0.0157367006747954	0.0110890914942051	0.0541700829551733	0.0339512355386497	0.0218859739141618	0.00191579654002548	0.00390899016056152	0.00807167133163392	0.0148445160357444	0.0216697912062125	0.0311444661386994
28	0.0087844144703753	0.00862649120366375	0.0246279939135859	0.0607763951698799	0.0154462612572343	0.0212154146492075	0.00191560531779403	0.00390794721306184	0.0080730108433594	0.0148464304529519	0.021668612083959	0.0311438708750307
29	0.0102821565585091	0.015011781112872	0.0339335572560822	0.0457597315320662	0.0051315604243875	0.0335866851177606	0.00191525069031032	0.00390388982026272	0.0080732366525048	0.0148464324878357	0.0216674487151732	0.0311428678024214
30	0.0100295982385515	0.0125650361867825	0.0261283189842429	0.0319753726815415	-0.0171417697201053	0.0181879953093875	0.00191549962247402	0.00390285880919866	0.00807372216771779	0.0148458941916147	0.0216675829570381	0.0311427736299385
31	0.0127191331496211	0.0163779390528322	0.0208925033342303	0.0204458346593543	0.00584266485704493	0.0360988137035813	0.001915556853158	0.00390194634174192	0.008073511355727	0.014846110934817	0.0216746444947431	0.0311497101044133
32	0.010534358364783	0.0146943211920435	0.0136181586920505	0.00522272270006688	0.02641202605561	0.0524296243019324	0.00191530613279359	0.00390154907561228	0.00807367564023481	0.0148464888333774	0.0216798005929333	0.0311541575502483
33	0.00964824248820887	0.0146034321082565	0.0104892200642111	0.00855439785689469	0.0652126900788343	0.0936094367319761	0.0019151806430354	0.00390130072037561	0.00807345551991472	0.0148466350678351	0.021682454550241	0.0311630115873208
34	0.0101309083301769	0.0128483663936137	0.00785652519392343	0.00648661581881592	0.0343791334395147	0.103037282613886	0.00191492766761108	0.0038997803163073	0.00807240002438235	0.0148466504623925	0.0216840301884498	0.0311666170384744
35	0.00812423747201848	0.00933187221899945	0.0195974770243832	0.0224808932509517	0.00999943981482588	0.0674117760009715	0.00191483848697911	0.00389874584821886	0.00807173955435596	0.0148464118025138	0.0216857190833658	0.0311690591411697
36	0.00845060702602117	0.0112075573335944	0.0258658840979257	0.0348630879860822	0.0152483392660306	0.0339674860198349	0.00191404676266585	0.00389641276776601	0.00807002329689625	0.0148459404489152	0.0216860856002534	0.0311703568892013
37	0.00924138160241323	0.0119103329173759	0.0193209029840596	0.0258204572289937	0.00665441651141287	0.00727710296522431	0.00191368494374181	0.0038961194272956	0.00806737031125634	0.0148454908813423	0.0216856074363911	0.0311705311456737
38	0.00935448049774696	0.00971811293050987	0.009506699654	0.0141551230609157	0.00368913772417465	0.0145681326888821	0.00191329524928494	0.00389561348606122	0.00806371837491481	0.0148448528754859	0.0216846426407469	0.0311715479369594
39	0.0100341173230584	0.0100772548108079	0.00314088762686769	0.00414030831284443	0.00374610540572857	0.00318448682236198	0.00191323232413037	0.00389561774008362	0.00806043546196835	0.0148441431720968	0.0216836540290474	0.0311705945965899
40	0.0094905602302589	0.00918030288875091	0.00267835461789656	0.00841807091470522	0.0100568338267653	0.0208496709008782	0.00191297991679828	0.00389527634000482	0.00805858669193406	0.0148434007622558	0.021681288768806	0.0311706014189188
41	0.0102366558885335	0.013607636969512	0.00787931426783533	0.0143802656060565	0.0340685523772877	0.0724266962422483	0.00191278855590964	0.00389462263779088	0.00805644095774639	0.0148428591425546	0.0216751084983426	0.0311692081353687
42	0.0110302999880377	0.0129819337874404	0.00266592726080455	0.0146586764063695	0.0393110521891657	0.0658217024533137	0.00191235001418733	0.00389271611588242	0.00805559106416887	0.0148419072674091	0.021667596911796	0.0311693624318046
43	0.0131383967985804	0.0168706049569006	0.00622791300959733	0.0290408537499633	0.0407426158543405	0.0418627516344603	0.00191121175656692	0.00389122289878025	0.00805436422441979	0.0148416249583743	0.0216641063834959	0.0311694222527608
44	0.00926806340999909	0.0101827120813987	0.00378765904119879	0.0156535156193399	0.0281291278387218	0.0489044713619762	0.00191049733928879	0.00389166154382125	0.00805408016335578	0.0148376961941813	0.0216540253797304	0.0311693838752911
45	0.00822376335368655	0.00999271714636464	0.00910493991695311	0.00670903350056714	0.0332814044905837	0.0772999512107192	0.00190974973629276	0.00389311346114593	0.0080527293286438	0.0148370569918903	0.0216509605420118	0.0311711425799744
46	0.00654681963210311	0.00704344724988357	0.00526207214100639	0.00656068543393296	0.0347938003247881	0.0686331457933059	0.00190773179854652	0.00389333790037689	0.00805186340797243	0.0148365678855095	0.0216496689167311	0.0311712760087659
47	0.00589017000136785	0.00577710516973277	-0.0035372674556937	0.0074984717527898	0.0277504279725131	0.0404538243684671	0.00190506131178343	0.00389317582260247	0.00804925319965622	0.0148340485068946	0.0216494657325787	0.0311680958584065
48	0.00554504089508247	0.00836460192505757	-0.00503215488457566	0.0048296682891736	0.0168279369154187	0.0119252966948244	0.0019002109806335	0.00389116714583627	0.00804834068786546	0.0148287062260182	0.0216475656990939	0.0311654931199741
49	0.00647581387228351	0.0103129043031528	-0.000677220222449311	0.0109560552043726	0.00534905991367105	-0.00330070541298504	0.00188598991039393	0.00388171196087229	0.00804446601694057	0.0148185151485072	0.0216404128726799	0.0311623943206598
50	0.00652869585947606	0.00815340125981081	-0.00463684664339304	0.00903662357461746	0.00409448212837427	-0.0137097830946545	0.00186605606976311	0.00387301608164752	0.00804036172032359	0.0148034886900725	0.0216232642407279	0.0311382048415059
